Reserve point,Emergency Supply,,
,S1,S2,S3
C1,26202.1,12101.1,20012
C2,10189.8,11027,25515.8
C3,16967.9,13904.7,10136.6
R1,12461.1,7254.7,18432.5
R2,14250.2,9220,20718.4
R3,3598.5,3863.5,13041.1
R4,22019.3,11091.2,8912.4
R5,11449.8,5633.9,6477.4
